CODE,FLIGHTNUMBER,ADDEP,ORIGEM,ADDES,DESTINO,DATA,ROUTE,FIXOENTRADA,FIXOSAIDA,NIVEL
TAM3002SBCTSBSP,TAM3002,SBCT,CURITIBA,SBSP,SÃOPAULO,01-AUG-1510.30.00.000000000AM,DCT JPS DCT JPS301090 DCT JPS3,SNIG,AIOK,F085
TAM3271SBRPSBSP,TAM3271,SBRP,RIBEIRÃOPRETO,SBSP,SÃOPAULO,01-AUG-1504.30.00.000000000PM,DCT JPS DCT JPS301090 DCT JPS3,SNIG,AIOK,F085
TAM3711SBBRSBSP,TAM3711,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1510.20.00.000000000AM,DCT H,ETMA,ETA,F080
TAM3719SBBRSBSP,TAM3719,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1508.19.00.000000000AM,DCT H,ETMA,ETA,F080
TAM3036SBPASBSP,TAM3036,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1505.50.48.000000000PM,DCT H,ETMA,ETA,F080
TAM3166SBPASBSP,TAM3166,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1502.06.12.000000000PM,DCT H,ETMA,ETA,F080
TAM3931SBRJSBSP,TAM3931,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1504.36.00.000000000PM,DCT H,ETMA,ETA,F080
TAM3903SBRJSBSP,TAM3903,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1509.45.00.000000000AM,DCT H,ETMA,ETA,F080
TAM3173SBBRSBSP,TAM3173,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1509.00.00.000000000AM,DCT H,ETMA,ETA,F080
TAM3046SBPASBSP,TAM3046,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1509.41.48.000000000PM,DCT H,ETMA,ETA,F080
TAM3263SBCFSBSP,TAM3263,SBCF,BELOHORIZONTE,SBSP,SÃOPAULO,01-AUG-1501.27.00.000000000PM,DCT H,ETMA,ETA,F080
TAM3915SBRJSBSP,TAM3915,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1503.20.00.000000000PM,DCT H,ETMA,ETA,F080
TAM3048SBPASBSP,TAM3048,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1510.40.48.000000000AM,DCT H,ETMA,ETA,F080
TAM3020SBCTSBSP,TAM3020,SBCT,CURITIBA,SBSP,SÃOPAULO,01-AUG-1512.07.00.000000000AM,DCT H,ETMA,ETA,F080
TAM3697SBILSBSP,TAM3697,SBIL,ILHÉUS,SBSP,SÃOPAULO,01-AUG-1507.34.00.000000000PM,DCT H,ETMA,ETA,F080
TAM3044SBPASBSP,TAM3044,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1504.25.12.000000000PM,DCT H,ETMA,ETA,F080
TAM3836SBPASBSP,TAM3836,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1503.21.48.000000000PM,DCT H,ETMA,ETA,F080
GLO1515SBPSSBSP,GLO1515,SBPS,PORTOSEGURO,SBSP,SÃOPAULO,01-AUG-1508.21.50.000000000PM,PASTOR16,TMA,TMA,F100
TAM9481SBPSSBSP,TAM9481,SBPS,PORTOSEGURO,SBSP,SÃOPAULO,01-AUG-1511.10.00.000000000PM,TGL NF,PBELO,ETA,A010
GLO9524SBPSSBSP,GLO9524,SBPS,PORTOSEGURO,SBSP,SÃOPAULO,01-AUG-1507.09.25.000000000PM,UN857 DAGEL/N0441F410 UN857 SGR UZ44 DOKLU BOMED,PABOG,DOKLU,
GLO9500SBPSSBSP,GLO9500,SBPS,PORTOSEGURO,SBSP,SÃOPAULO,01-AUG-1507.44.56.000000000PM,UN857 DAGEL/N0441F410 UN857 SGR UZ44 DOKLU BOMED,PABOG,DOKLU,
TAM9251SBPSSBSP,TAM9251,SBPS,PORTOSEGURO,SBSP,SÃOPAULO,01-AUG-1509.30.00.000000000PM,TGL NF,PBELO,ETA,A010
PTXACSBSRSBSP,PTXAC,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1502.30.00.000000000PM,DCT H220,R020,ETA,F105
TAM3899SBSRSBSP,TAM3899,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1512.01.48.000000000AM,DCT H,ETMA,ETA,F080
TAM3223SBCFSBSP,TAM3223,SBCF,BELOHORIZONTE,SBSP,SÃOPAULO,01-AUG-1507.40.00.000000000PM,1000FT AGL DCT H,ETMA,ETA,F035
TAM3461SBGOSBSP,TAM3461,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1502.59.00.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3701SBBRSBSP,TAM3701,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1502.28.12.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
GLO1775SBFLSBSP,GLO1775,SBFL,FLORIANÓPOLIS,SBSP,SÃOPAULO,01-AUG-1511.29.48.000000000PM,DCT ARX DCT URB,URB,UR467,F110
TAM3469SBGOSBSP,TAM3469,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1512.18.00.000000000AM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM4791SBULSBSP,TAM4791,SBUL,UBERLÂNDIA,SBSP,SÃOPAULO,01-AUG-1508.13.12.000000000PM,TGL NF,PBELO,ETA,A010
TAM3463SBGOSBSP,TAM3463,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1505.45.00.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3703SBBRSBSP,TAM3703,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1503.06.12.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3711SBBRSBSP,TAM3711,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1511.45.12.000000000AM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3725SBBRSBSP,TAM3725,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1510.56.48.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3277SBRPSBSP,TAM3277,SBRP,RIBEIRÃOPRETO,SBSP,SÃOPAULO,01-AUG-1512.19.12.000000000PM,1000FT AGL DCT H,ETMA,ETA,F035
TAM3705SBBRSBSP,TAM3705,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1508.47.12.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3275SBRPSBSP,TAM3275,SBRP,RIBEIRÃOPRETO,SBSP,SÃOPAULO,01-AUG-1512.46.12.000000000AM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3737SBSRSBSP,TAM3737,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1509.25.12.000000000AM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3713SBBRSBSP,TAM3713,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1504.56.12.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3201SBCFSBSP,TAM3201,SBCF,BELOHORIZONTE,SBSP,SÃOPAULO,01-AUG-1512.47.00.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
GLO1403SBBRSBSP,GLO1403,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1512.54.12.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3271SBRPSBSP,TAM3271,SBRP,RIBEIRÃOPRETO,SBSP,SÃOPAULO,01-AUG-1505.06.12.000000000PM,DCT 0951S03816W/N0258F160 DCT FROTI Z9,SVD,FROTI,F180
TAM3605SBSVSBSP,TAM3605,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1506.16.12.000000000PM,DCT QDM170,TMA,SNCJ,F035
TAM3717SBBRSBSP,TAM3717,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1509.33.12.000000000PM,DCT QDM170,TMA,SNCJ,F035
GLO2103SBCFSBSP,GLO2103,SBCF,BELOHORIZONTE,SBSP,SÃOPAULO,01-AUG-1512.57.00.000000000PM,LIT,+RIR,+CRL,A005
PTFTGSBGOSBSP,PTFTG,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1501.24.48.000000000AM,DCT,SDTI,SDYJ,A035
TAM3743SBSRSBSP,TAM3743,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1509.01.48.000000000PM,DCT QDM170,TMA,SNCJ,F035
TAM3697SBILSBSP,TAM3697,SBIL,ILHÉUS,SBSP,SÃOPAULO,01-AUG-1509.02.00.000000000PM,DCT QDM170,TMA,SNCJ,F035
TAM3745SBSVSBSP,TAM3745,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1505.14.12.000000000PM,DCT QDM170,TMA,SNCJ,F035
TAM3761SBCYSBSP,TAM3761,SBCY,CUIABÁ,SBSP,SÃOPAULO,01-AUG-1501.00.00.000000000AM,DCT QDM170,TMA,SNCJ,F035
TAM3303SBRPSBSP,TAM3303,SBRP,RIBEIRÃOPRETO,SBSP,SÃOPAULO,01-AUG-1509.51.12.000000000AM,DCT ML011,R143,ML011,F180
TAM3221SBCFSBSP,TAM3221,SBCF,BELOHORIZONTE,SBSP,SÃOPAULO,01-AUG-1512.18.00.000000000AM,DCT ML011,R143,ML011,F180
PRBBDSBTCSBSP,PRBBD,SBTC,UNA,SBSP,SÃOPAULO,01-AUG-1508.30.00.000000000PM,UZ41 ESLUM DCT,PHONE,ESLUM,F450
TAM3601SBSVSBSP,TAM3601,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1508.47.12.000000000AM,DCT QDM170,TMA,SNCJ,F035
TAM3173SBBRSBSP,TAM3173,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1510.25.12.000000000AM,DCT ML011,R143,ML011,F180
TAM3715SBBRSBSP,TAM3715,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1512.52.12.000000000AM,DCT QDM170,TMA,SNCJ,F035
TAM3245SBULSBSP,TAM3245,SBUL,UBERLÂNDIA,SBSP,SÃOPAULO,01-AUG-1512.40.12.000000000AM,DCT ML011,R143,ML011,F180
ONE6079SBSVSBSP,ONE6079,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1509.25.12.000000000AM,DCT ML011,R143,ML011,F180
TAM3239SBULSBSP,TAM3239,SBUL,UBERLÂNDIA,SBSP,SÃOPAULO,01-AUG-1512.46.12.000000000PM,DCT ML011,R143,ML011,F180
TAM3471SBGOSBSP,TAM3471,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1509.35.00.000000000AM,DCT QDM170,TMA,SNCJ,F035
GLO1434SBBRSBSP,GLO1434,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1504.09.12.000000000PM,TGL URB,URB,TMAUL,F130
TAM9251SBPSSBSP,TAM9251,SBPS,PORTOSEGURO,SBSP,SÃOPAULO,01-AUG-1511.12.00.000000000PM,TGL NF,PBELO,ETA,A010
TAM3263SBCFSBSP,TAM3263,SBCF,BELOHORIZONTE,SBSP,SÃOPAULO,01-AUG-1502.27.00.000000000PM,DCT QDM170,TMA,SNCJ,F035
TAM3077SBGLSBSP,TAM3077,SBGL,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1511.52.58.000000000PM,DCT QDM170,TMA,SNCJ,F035
TAM3042SBNFSBSP,TAM3042,SBNF,NAVEGANTES,SBSP,SÃOPAULO,01-AUG-1512.08.00.000000000AM,DCT QDM170,TMA,SNCJ,F035
TAM3082SBVTSBSP,TAM3082,SBVT,VITÓRIA,SBSP,SÃOPAULO,01-AUG-1504.17.00.000000000PM,DCT QDM170,TMA,SNCJ,F035
TAM3129SBVTSBSP,TAM3129,SBVT,VITÓRIA,SBSP,SÃOPAULO,01-AUG-1510.12.00.000000000AM,DCT QDM170,TMA,SNCJ,F035
ONE6103SBFLSBSP,ONE6103,SBFL,FLORIANÓPOLIS,SBSP,SÃOPAULO,01-AUG-1501.00.12.000000000PM,RCO114,TMA,TMA,F360
TAM3632SBJVSBSP,TAM3632,SBJV,JOINVILLE,SBSP,SÃOPAULO,01-AUG-1501.48.12.000000000PM,DCT QDM170,TMA,SNCJ,F035
GLO1033SBRJSBSP,GLO1033,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1506.07.00.000000000PM,SGR DOKLU DINER 1415S03902W PABOG SVD,DINER,DOKLU,F310
GLO1567SBFISBSP,GLO1567,SBFI,FOZDOIGUAÇU,SBSP,SÃOPAULO,01-AUG-1505.49.12.000000000PM,SGR DOKLU DINER 1415S03902W PABOG SVD,DINER,DOKLU,F310
TAM3719SBBRSBSP,TAM3719,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1509.58.04.000000000AM,DCT QDM170,TMA,SNCJ,F035
TAM3719SBBRSBSP,TAM3719,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1509.44.12.000000000AM,DCT QDM170,TMA,SNCJ,F035
TAM3601SBSVSBSP,TAM3601,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1506.35.00.000000000AM,DCT QDM170,TMA,SNCJ,F035
TAM3941SBRJSBSP,TAM3941,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1508.11.56.000000000PM,TGL NF,PBELO,ETA,A010
TAM9251SBPSSBSP,TAM9251,SBPS,PORTOSEGURO,SBSP,SÃOPAULO,01-AUG-1510.56.16.000000000PM,TGL NF,PBELO,ETA,A010
TAM3764SBLOSBSP,TAM3764,SBLO,LONDRINA,SBSP,SÃOPAULO,01-AUG-1512.00.12.000000000AM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3239SBULSBSP,TAM3239,SBUL,UBERLÂNDIA,SBSP,SÃOPAULO,01-AUG-1501.02.54.000000000PM,REA BSAHY//F075,*CTA*,*ETA*,A010
TAM3927SBRJSBSP,TAM3927,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1504.40.32.000000000PM,TGL NF,PBELO,ETA,A010
TAM4798SBJVSBSP,TAM4798,SBJV,JOINVILLE,SBSP,SÃOPAULO,01-AUG-1505.09.12.000000000PM,TGL NF,PBELO,ETA,A010
PRJAQSBCTSBSP,PRJAQ,SBCT,CURITIBA,SBSP,SÃOPAULO,01-AUG-1507.55.14.000000000PM,LITORAL TIL PS,+CRL,+CNV,A010
TAM3461SBGOSBSP,TAM3461,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1503.11.33.000000000PM,CT 0542S04919W DCT 0629S04859W,EET,ETA,A005
TAM3959SBRJSBSP,TAM3959,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1512.42.20.000000000AM,TGL NF,PBELO,ETA,A010
PTXACSBSRSBSP,PTXAC,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1502.46.19.000000000PM,DCT H037,TMABE,ETA,F075
TAM3931SBRJSBSP,TAM3931,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1505.33.45.000000000PM,TGL NF,PBELO,ETA,A010
GLO1403SBBRSBSP,GLO1403,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1501.12.22.000000000PM,DCT H325,R120,AE014,F180
TAM3211SBULSBSP,TAM3211,SBUL,UBERLÂNDIA,SBSP,SÃOPAULO,01-AUG-1509.54.12.000000000AM,COORD/ACC,TMA,TMA,F095
TAM3006SBSRSBSP,TAM3006,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1502.40.12.000000000PM,COORD/ACC,TMA,TMA,F095
TAM3761SBCYSBSP,TAM3761,SBCY,CUIABÁ,SBSP,SÃOPAULO,01-AUG-1512.59.58.000000000AM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3135SBVTSBSP,TAM3135,SBVT,VITÓRIA,SBSP,SÃOPAULO,01-AUG-1511.19.00.000000000PM,COORD/ACC,TMA,TMA,F095
TAM3271SBRPSBSP,TAM3271,SBRP,RIBEIRÃOPRETO,SBSP,SÃOPAULO,01-AUG-1505.12.54.000000000PM,COORD/ACC,TMA,TMA,F095
TAM3173SBBRSBSP,TAM3173,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1510.22.03.000000000AM,COORD/ACC,TMA,TMA,F095
TAM3933SBRJSBSP,TAM3933,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1506.52.39.000000000PM,TGL NF,PBELO,ETA,A010
TAM3762SBLOSBSP,TAM3762,SBLO,LONDRINA,SBSP,SÃOPAULO,01-AUG-1512.00.12.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3917SBRJSBSP,TAM3917,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1503.55.34.000000000PM,TGL NF,PBELO,ETA,A010
TAM3915SBRJSBSP,TAM3915,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1504.29.02.000000000PM,TGL NF,PBELO,ETA,A010
TAM3725SBBRSBSP,TAM3725,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1511.06.33.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
PTWKFSBRJSBSP,PTWKF,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1501.46.32.000000000AM,IFR BRU ARE H320,R135,BRU,F040
TAM3921SBRJSBSP,TAM3921,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1504.02.54.000000000PM,TGL NF,PBELO,ETA,A010
TAM3118SBNFSBSP,TAM3118,SBNF,NAVEGANTES,SBSP,SÃOPAULO,01-AUG-1511.48.48.000000000AM,COORD/ACC,TMA,TMA,F095
TAM3469SBGOSBSP,TAM3469,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1512.40.16.000000000AM,CT 0542S04919W DCT 0629S04859W,EET,ETA,A005
GLO1515SBPSSBSP,GLO1515,SBPS,PORTOSEGURO,SBSP,SÃOPAULO,01-AUG-1509.28.32.000000000PM,DCT GIDOD DCT ISILA DCT CARAM DCT,CARAM,CARAM,F090
TAM3737SBSRSBSP,TAM3737,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1505.38.00.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3601SBSVSBSP,TAM3601,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1509.17.28.000000000AM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3913SBRJSBSP,TAM3913,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1503.46.08.000000000PM,TGL NF,PBELO,ETA,A010
ONE6079SBSVSBSP,ONE6079,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1507.04.00.000000000AM,DCT LIBRA DCT SGR DCT,SGR,LIBRA,F370
TAM3697SBILSBSP,TAM3697,SBIL,ILHÉUS,SBSP,SÃOPAULO,01-AUG-1509.16.31.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3703SBBRSBSP,TAM3703,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1504.00.47.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3131SBVTSBSP,TAM3131,SBVT,VITÓRIA,SBSP,SÃOPAULO,01-AUG-1503.12.00.000000000PM,CT 0542S04919W DCT 0629S04859W,EET,ETA,A005
TAM3909SBRJSBSP,TAM3909,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1503.34.36.000000000PM,TGL NF,PBELO,ETA,A010
PRAURSBGOSBSP,PRAUR,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1509.34.09.000000000PM,DCT ARX DCT URB,URB,UR467,F110
TAM3701SBBRSBSP,TAM3701,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1502.23.04.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3245SBULSBSP,TAM3245,SBUL,UBERLÂNDIA,SBSP,SÃOPAULO,01-AUG-1512.52.42.000000000AM,CT 0542S04919W DCT 0629S04859W,EET,ETA,A005
TAM3715SBBRSBSP,TAM3715,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1512.56.51.000000000AM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3162SBPASBSP,TAM3162,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1512.13.12.000000000AM,CT 0542S04919W DCT 0629S04859W,EET,ETA,A005
TAM3263SBCFSBSP,TAM3263,SBCF,BELOHORIZONTE,SBSP,SÃOPAULO,01-AUG-1502.49.29.000000000PM,CT 0542S04919W DCT 0629S04859W,EET,ETA,A005
TAM3795SBGLSBSP,TAM3795,SBGL,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1508.08.48.000000000PM,TGL NF,PBELO,ETA,A010
TAM3223SBCFSBSP,TAM3223,SBCF,BELOHORIZONTE,SBSP,SÃOPAULO,01-AUG-1507.41.40.000000000PM,1208S04430W/N0258F190 1216S04333W/N0258F1901224S04245W 1228S04220W 1237S04118W 1246S04019W 1233S03915W1233S03915W VATAP DUNA SVD,OBDUD,VATAP,
GLO1437SBGOSBSP,GLO1437,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1506.10.06.000000000PM,DCT,R190,ETA,F110
TAM3100SBFLSBSP,TAM3100,SBFL,FLORIANÓPOLIS,SBSP,SÃOPAULO,01-AUG-1509.54.48.000000000AM,1208S04430W/N0258F190 1216S04333W/N0258F1901224S04245W 1228S04220W 1237S04118W 1246S04019W 1233S03915W1233S03915W VATAP DUNA SVD,OBDUD,VATAP,
PTXIBSSUMSBSP,PTXIB,SSUM,UMUARAMA,SBSP,SÃOPAULO,01-AUG-1509.13.12.000000000PM,1208S04430W/N0258F190 1216S04333W/N0258F1901224S04245W 1228S04220W 1237S04118W 1246S04019W 1233S03915W1233S03915W VATAP DUNA SVD,OBDUD,VATAP,
TAM3743SBSRSBSP,TAM3743,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1509.02.59.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3899SBSRSBSP,TAM3899,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1512.09.04.000000000AM,TGL NF,PBELO,ETA,A010
TAM3605SBSVSBSP,TAM3605,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1506.18.23.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
ONE6067SBBRSBSP,ONE6067,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1504.11.17.000000000PM,DCT MNS076016 DCT,AGTAL,VFR,F010
TAM3745SBSVSBSP,TAM3745,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1505.18.08.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
PRPRESDDNSBSP,PRPRE,SDDN,ANDRADINA,SBSP,SÃOPAULO,01-AUG-1505.30.00.000000000PM,TGL SNJO,ETA,DEP,A010
ONE6063SBBRSBSP,ONE6063,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1508.35.54.000000000PM,PROC JV NF,TMA,JV036,F060
GLO2171SBSVSBSP,GLO2171,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1503.51.22.000000000PM,PROC JV NF,TMA,JV036,F060
TAM3903SBRJSBSP,TAM3903,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1510.36.36.000000000AM,TGL NF,PBELO,ETA,A010
ONE6079SBSVSBSP,ONE6079,SBSV,SALVADOR,SBSP,SÃOPAULO,01-AUG-1509.38.15.000000000AM,W45 GAXAM DCT,GAXAM,GAXAM,F120
TAM3717SBBRSBSP,TAM3717,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1509.44.34.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3211SBULSBSP,TAM3211,SBUL,UBERLÂNDIA,SBSP,SÃOPAULO,01-AUG-1510.09.33.000000000AM,TGL SSJD,TMA,SSJD,A015
TAM3957SBRJSBSP,TAM3957,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1512.21.35.000000000AM,TGL NF,PBELO,ETA,A010
TAM3770SBLOSBSP,TAM3770,SBLO,LONDRINA,SBSP,SÃOPAULO,01-AUG-1508.51.12.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3006SBSRSBSP,TAM3006,SBSR,SÃOJOSÉDORIOPRETO,SBSP,SÃOPAULO,01-AUG-1502.54.45.000000000PM,TGL SSJD,TMA,SSJD,A015
PTWKFSBRJSBSP,PTWKF,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1512.36.00.000000000AM,TGL SSJD,TMA,SSJD,A015
TAM3923SBRJSBSP,TAM3923,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1503.57.39.000000000PM,TGL NF,PBELO,ETA,A010
TAM3050SBPASBSP,TAM3050,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1510.17.48.000000000AM,TGL SSJD,TMA,SSJD,A015
TAM3277SBRPSBSP,TAM3277,SBRP,RIBEIRÃOPRETO,SBSP,SÃOPAULO,01-AUG-1512.28.02.000000000PM,TGL SSJD,TMA,SSJD,A015
TAM3471SBGOSBSP,TAM3471,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1509.43.28.000000000AM,DCT,TMA,SNCJ,F085
TAM3303SBRPSBSP,TAM3303,SBRP,RIBEIRÃOPRETO,SBSP,SÃOPAULO,01-AUG-1509.53.54.000000000AM,TGL SSJD,TMA,SSJD,A015
TAM3697SBILSBSP,TAM3697,SBIL,ILHÉUS,SBSP,SÃOPAULO,01-AUG-1508.39.58.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3463SBGOSBSP,TAM3463,SBGO,GOIÂNIA,SBSP,SÃOPAULO,01-AUG-1505.49.21.000000000PM,DCT,TMA,SNCJ,F085
TAM4791SBULSBSP,TAM4791,SBUL,UBERLÂNDIA,SBSP,SÃOPAULO,01-AUG-1508.33.49.000000000PM,TGL NF,PBELO,ETA,A010
TAM3905SBRJSBSP,TAM3905,SBRJ,RIODEJANEIRO,SBSP,SÃOPAULO,01-AUG-1511.14.09.000000000AM,TGL NF,PBELO,ETA,A010
TAM3713SBBRSBSP,TAM3713,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1505.04.33.000000000PM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
TAM3711SBBRSBSP,TAM3711,SBBR,BRASÍLIA,SBSP,SÃOPAULO,01-AUG-1511.59.30.000000000AM,IFR BRU DCT H261 /F055,FRAUD,BRU,F060
GLO1213SBPASBSP,GLO1213,SBPA,PORTOALEGRE,SBSP,SÃOPAULO,01-AUG-1509.05.00.000000000PM,COBRA17,TMA,TMA,F120
