CODE,FLIGHTNUMBER,ADDEP,ORIGEM,ADDES,DESTINO,DATA,ROUTE,FIXOENTRADA,FIXOSAIDA,NIVEL
PTTJSSBRJSNBM,PTTJS,SBRJ,RIODEJANEIRO,SNBM,MURIAÉ,01-AUG-1506.15.00.000000000PM,DCT H328,R115,ETA,F060
PTTJSSBCPSNBM,PTTJS,SBCP,CAMPOSDOSGOITACAZES,SNBM,MURIAÉ,01-AUG-1502.58.00.000000000PM,DCT H328,R115,ETA,F060
PTB2221SBSVSNBR,PTB2221,SBSV,SALVADOR,SNBR,BARREIRAS,01-AUG-1508.32.00.000000000AM,500´ LITORAL,TAMB,ETA,
PTB2230SBBRSNBR,PTB2230,SBBR,BRASÍLIA,SNBR,BARREIRAS,01-AUG-1501.29.00.000000000PM,500´ LITORAL,TAMB,ETA,
PTB2221SBSVSNBR,PTB2221,SBSV,SALVADOR,SNBR,BARREIRAS,01-AUG-1510.01.48.000000000AM,DCT PORTO FELIZ H148,EET,ETA,F095
PTB2230SBBRSNBR,PTB2230,SBBR,BRASÍLIA,SNBR,BARREIRAS,01-AUG-1502.48.12.000000000PM,DCT PORTO FELIZ H148,EET,ETA,F095
PTB2222SBBRSNBR,PTB2222,SBBR,BRASÍLIA,SNBR,BARREIRAS,01-AUG-1501.43.12.000000000AM,DCT ML011 RNAV 21,M335,ML011,F200
PTOHKSBSLSNBS,PTOHK,SBSL,SÃOLUÍS,SNBS,BALSAS,01-AUG-1505.25.00.000000000PM,DCT,NUPAR,EMAKE,F115
PTLGWSBBHSNCA,PTLGW,SBBH,BELOHORIZONTE,SNCA,CAMPOBELO,01-AUG-1506.00.00.000000000PM,DCT,NUPAR,EMAKE,F115
PTLGWSBBHSNCA,PTLGW,SBBH,BELOHORIZONTE,SNCA,CAMPOBELO,01-AUG-1506.25.12.000000000PM,DCT,NUPAR,EMAKE,F115
PTVIJSBSVSNCL,PTVIJ,SBSV,SALVADOR,SNCL,CAIRU,01-AUG-1506.47.04.000000000PM,DCT H328,R115,ETA,F060
PTVIJSBSVSNCL,PTVIJ,SBSV,SALVADOR,SNCL,CAIRU,01-AUG-1503.30.00.000000000PM,DCT H328,R115,ETA,F060
PTVIJSBSVSNCL,PTVIJ,SBSV,SALVADOR,SNCL,CAIRU,01-AUG-1501.30.45.000000000PM,DCT H328,R115,ETA,F060
PUBLTSIVUSNCX,PUBLT,SIVU,VILAVELHA,SNCX,COLATINA,01-AUG-1508.00.00.000000000PM,DCT,PBELO,ETA,F045
PTOCBSBPRSNCZ,PTOCB,SBPR,BELOHORIZONTE,SNCZ,PONTENOVA,01-AUG-1504.00.00.000000000PM,DCT,NUPAR,EMAKE,F115
PTIZJSNOZSNDD,PTIZJ,SNOZ,PAÇODOLUMIAR,SNDD,IGARAPÉDOMEIO,01-AUG-1502.35.00.000000000PM,DCT,NUPAR,EMAKE,F115
PTNVJSBPRSNDU,PTNVJ,SBPR,BELOHORIZONTE,SNDU,TRAIRÃO,01-AUG-1502.55.00.000000000PM,DCT,NUPAR,EMAKE,F115
PTOTASJOWSNDV,PTOTA,SJOW,SANTOANTÔNIODOARACANGUÁ,SNDV,DIVINÓPOLIS,01-AUG-1507.49.48.000000000PM,DCT,NUPAR,EMAKE,F115
PUGFMSNFFSNFF,PUGFM,SNFF,FORTALEZA,SNFF,FORTALEZA,01-AUG-1508.00.15.000000000PM,DCT,PBELO,ETA,F045
PUFLISJCMSNFF,PUFLI,SJCM,PONTALDOARAGUAIA,SNFF,FORTALEZA,01-AUG-1507.31.26.000000000PM,DCT,PBELO,ETA,F045
PTKSGSBATSNFJ,PTKSG,SBAT,ALTAFLORESTA,SNFJ,JACAREACANGA,01-AUG-1512.24.00.000000000PM,DCT H328,R115,ETA,F060
PRLAZSBTESNGG,PRLAZ,SBTE,TERESINA,SNGG,BOMJESUSDOGURGUÉIA,01-AUG-1506.40.12.000000000PM,COORD ACC,TMA,TMA,F105
PTRAFSBTESNGG,PTRAF,SBTE,TERESINA,SNGG,BOMJESUSDOGURGUÉIA,01-AUG-1510.46.00.000000000AM,DCT 2451S05122W 2542S05022W 26,TMA,ETA,F070
PTRJRSBQVSNGI,PTRJR,SBQV,VITÓRIADACONQUISTA,SNGI,GUANAMBI,01-AUG-1512.32.12.000000000PM,DCT 2451S05122W 2542S05022W 26,TMA,ETA,F070
PTLRRSBFZSNOB,PTLRR,SBFZ,FORTALEZA,SNOB,SOBRAL,01-AUG-1510.30.00.000000000AM,DCT RNAV 35 AE024,MOMVA,AE024,F140
PTLRRSBFZSNOB,PTLRR,SBFZ,FORTALEZA,SNOB,SOBRAL,01-AUG-1511.02.13.000000000AM,DCT RNAV 35 AE024,MOMVA,AE024,F140
PRFTCSDAISNOS,PRFTC,SDAI,AMERICANA,SNOS,PASSOS,01-AUG-1501.00.42.000000000PM,DCT RNAV 35 AE024,MOMVA,AE024,F140
PTIZJSNDDSNOZ,PTIZJ,SNDD,IGARAPÉDOMEIO,SNOZ,PAÇODOLUMIAR,01-AUG-1502.50.00.000000000PM,DCT RNAV 35 AE024,MOMVA,AE024,F140
PTVIBSBBHSNPA,PTVIB,SBBH,BELOHORIZONTE,SNPA,PARÁDEMINAS,01-AUG-1501.00.00.000000000PM,DCT H330,MOMVA,ETA,F080
PTOLLSBBHSNPJ,PTOLL,SBBH,BELOHORIZONTE,SNPJ,PATROCÍNIO,01-AUG-1501.30.00.000000000PM,W27,TMA,TMA,F110
PRVCBSWFNSNQW,PRVCB,SWFN,MANAUS,SNQW,JACAREACANGA,01-AUG-1512.53.31.000000000PM,DCT ML011,MOMVA,ML011,F180
PTOQTSWFNSNQW,PTOQT,SWFN,MANAUS,SNQW,JACAREACANGA,01-AUG-1502.15.00.000000000PM,W27,TMA,TMA,F110
PRVCBSWFNSNQW,PRVCB,SWFN,MANAUS,SNQW,JACAREACANGA,01-AUG-1503.10.00.000000000PM,TGL FL NF JV,TMA,TGLNF,A035
PTWLASBJCSNRR,PTWLA,SBJC,BELÉM,SNRR,NOVOREPARTIMENTO,01-AUG-1503.15.00.000000000PM,DCT,PBELO,ETA,F045
PTWLASBJCSNRR,PTWLA,SBJC,BELÉM,SNRR,NOVOREPARTIMENTO,01-AUG-1504.34.48.000000000PM,DCT,PBELO,ETA,F045
PTVCHSBSVSNTF,PTVCH,SBSV,SALVADOR,SNTF,TEIXEIRADEFREITAS,01-AUG-1512.30.00.000000000PM,DCT H330,MOMVA,ETA,F080
PTVCHSBSVSNTF,PTVCH,SBSV,SALVADOR,SNTF,TEIXEIRADEFREITAS,01-AUG-1511.19.00.000000000AM,DCT H330,MOMVA,ETA,F080
PTVCHSBSVSNTF,PTVCH,SBSV,SALVADOR,SNTF,TEIXEIRADEFREITAS,01-AUG-1512.00.00.000000000PM,DCT H330,MOMVA,ETA,F080
PTOPGSBSVSNTR,PTOPG,SBSV,SALVADOR,SNTR,PIRITIBA,01-AUG-1510.30.00.000000000AM,DEP/FPOLIS,PBELO,ETA,A005
PTOPGSBSVSNTR,PTOPG,SBSV,SALVADOR,SNTR,PIRITIBA,01-AUG-1512.31.55.000000000PM,DEP/FPOLIS,PBELO,ETA,A005
PURVYSBPRSNUB,PURVY,SBPR,BELOHORIZONTE,SNUB,UBÁ,01-AUG-1505.35.00.000000000PM,DCT,PBELO,ETA,F045
PUVRVSBPRSNUB,PUVRV,SBPR,BELOHORIZONTE,SNUB,UBÁ,01-AUG-1511.52.00.000000000AM,REA E A,RD310,FAXI,F075
PTVKJSBBHSNUI,PTVKJ,SBBH,BELOHORIZONTE,SNUI,ARAÇUAÍ,01-AUG-1512.45.12.000000000PM,DCT H330,MOMVA,ETA,F080
PPAALSBTUSWGI,PPAAL,SBTU,TUCURUÍ,SWGI,GURUPI,01-AUG-1502.45.12.000000000PM,DCT H295,R190,KNAVE,F180
PPAALSWGNSWGI,PPAAL,SWGN,ARAGUAÍNA,SWGI,GURUPI,01-AUG-1503.23.00.000000000PM,DCT H295,R190,KNAVE,F180
PTVPESBSLSWGI,PTVPE,SBSL,SÃOLUÍS,SWGI,GURUPI,01-AUG-1501.19.48.000000000PM,DCT,PBELO,ETA,F045
PTB2304SBBRSWGN,PTB2304,SBBR,BRASÍLIA,SWGN,ARAGUAÍNA,01-AUG-1502.14.00.000000000PM,DCT,+CRL,TMAPS,A025
SLX6414SBPJSWGN,SLX6414,SBPJ,PALMAS,SWGN,ARAGUAÍNA,01-AUG-1504.49.00.000000000PM,DCT,R143,ML003,F180
PTB2304SBBRSWGN,PTB2304,SBBR,BRASÍLIA,SWGN,ARAGUAÍNA,01-AUG-1504.44.00.000000000PM,DCT,MOXAV,SIGAK,F160
SLX6415SBIZSWGN,SLX6415,SBIZ,IMPERATRIZ,SWGN,ARAGUAÍNA,01-AUG-1506.30.12.000000000PM,DCT,R143,ML003,F180
PTSOKSBIZSWGN,PTSOK,SBIZ,IMPERATRIZ,SWGN,ARAGUAÍNA,01-AUG-1502.15.00.000000000PM,DCT H330,MOMVA,ETA,F080
PTB2316SBPJSWGN,PTB2316,SBPJ,PALMAS,SWGN,ARAGUAÍNA,01-AUG-1506.01.00.000000000PM,DCT H290,ABM,ETA,F280
PUGLTSDWCSWGQ,PUGLT,SDWC,ALTAMIRA,SWGQ,NOVAOLÍMPIA,01-AUG-1507.23.26.000000000PM,DCT,PBELO,ETA,F045
PUGLTSDWCSWGQ,PUGLT,SDWC,ALTAMIRA,SWGQ,NOVAOLÍMPIA,01-AUG-1506.00.00.000000000PM,DCT,PBELO,ETA,F045
PTDRISBGOSWHP,PTDRI,SBGO,GOIÂNIA,SWHP,ÁGUABOA,01-AUG-1507.26.22.000000000PM,DCT ISIBI,R332,ETA,F070
PTDRISBGOSWHP,PTDRI,SBGO,GOIÂNIA,SWHP,ÁGUABOA,01-AUG-1508.20.00.000000000PM,DCT ISIBI,R332,ETA,F070
ZPBMMSBFISSZW,ZPBMM,SBFI,FOZDOIGUAÇU,SSZW,PONTAGROSSA,01-AUG-1505.25.00.000000000PM,HDG120,SBXG,SDEM,F075
PTOFMSDPWSSZW,PTOFM,SDPW,PIRACICABA,SSZW,PONTAGROSSA,01-AUG-1501.58.24.000000000PM,DCT ETA 1824,TMA,TMA,F095
PTOFMSDPWSSZW,PTOFM,SDPW,PIRACICABA,SSZW,PONTAGROSSA,01-AUG-1503.19.48.000000000PM,DCT ETA 1824,TMA,TMA,F095
PTWQQSBLOSSZW,PTWQQ,SBLO,LONDRINA,SSZW,PONTAGROSSA,01-AUG-1509.04.48.000000000PM,DCT,PBELO,ETA,F045
PTEZQSWFNSWBR,PTEZQ,SWFN,MANAUS,SWBR,BORBA,01-AUG-1512.30.00.000000000PM,DCT ETA 1824,TMA,TMA,F095
PRSLDSWFNSWBR,PRSLD,SWFN,MANAUS,SWBR,BORBA,01-AUG-1512.55.12.000000000PM,DCT ETA 1824,TMA,TMA,F095
PTRFRSBEGSWCA,PTRFR,SBEG,MANAUS,SWCA,CARAUARI,01-AUG-1512.24.20.000000000PM,DCT H330,MOMVA,ETA,F080
PTRFRSBEGSWCA,PTRFR,SBEG,MANAUS,SWCA,CARAUARI,01-AUG-1502.30.00.000000000PM,DCT H330,MOMVA,ETA,F080
PPMMISBPJSWDN,PPMMI,SBPJ,PALMAS,SWDN,DIANÓPOLIS,01-AUG-1508.10.00.000000000PM,HDG113,SDEM,SBXG,F055
PTNAHSWNVSWDT,PTNAH,SWNV,GOIÂNIA,SWDT,DIAMANTINO,01-AUG-1508.23.05.000000000PM,DCT H185,BUTUG,ETA,F085
PTSHUSBTFSWEI,PTSHU,SBTF,TEFÉ,SWEI,EIRUNEPÉ,01-AUG-1509.49.48.000000000PM,DCT H330,MOMVA,ETA,F080
PTVCBSBCZSWEI,PTVCB,SBCZ,CRUZEIRODOSUL,SWEI,EIRUNEPÉ,01-AUG-1506.50.48.000000000PM,DCT H330,MOMVA,ETA,F080
PTNOJSBTTSWEI,PTNOJ,SBTT,TABATINGA,SWEI,EIRUNEPÉ,01-AUG-1509.00.00.000000000PM,DCT H330,MOMVA,ETA,F080
PTRTYSBCYSWEN,PTRTY,SBCY,CUIABÁ,SWEN,ALTAFLORESTA,01-AUG-1511.45.00.000000000AM,DCT H330,MOMVA,ETA,F080
PUDEGSWFHSWFH,PUDEG,SWFH,ARAGUACEMA,SWFH,ARAGUACEMA,01-AUG-1507.30.24.000000000PM,DCT,PBELO,ETA,F045
PUDEGSWFHSWFH,PUDEG,SWFH,ARAGUACEMA,SWFH,ARAGUACEMA,01-AUG-1501.18.54.000000000PM,DCT,PBELO,ETA,F045
PUDEGSWFHSWFH,PUDEG,SWFH,ARAGUACEMA,SWFH,ARAGUACEMA,01-AUG-1511.26.54.000000000AM,DCT,PBELO,ETA,F045
PUJIPSWFHSWFH,PUJIP,SWFH,ARAGUACEMA,SWFH,ARAGUACEMA,01-AUG-1507.44.44.000000000PM,DCT,PBELO,ETA,F045
PUTMCSWFHSWFH,PUTMC,SWFH,ARAGUACEMA,SWFH,ARAGUACEMA,01-AUG-1507.15.29.000000000PM,REA E A,RD310,FAXI,F075
PUTMCSBILSWFH,PUTMC,SBIL,ILHÉUS,SWFH,ARAGUACEMA,01-AUG-1504.30.12.000000000PM,REA E A,RD310,FAXI,F075
PTOQTSBEGSWFN,PTOQT,SBEG,MANAUS,SWFN,MANAUS,01-AUG-1511.29.19.000000000AM,DCT H330,MOMVA,AE014,F320
PUGEDSWFNSWFN,PUGED,SWFN,MANAUS,SWFN,MANAUS,01-AUG-1510.02.10.000000000PM,REA 1953S04005W/N0140F115 DCT,TMA,ETA,F115
PRVCBSNQWSWFN,PRVCB,SNQW,JACAREACANGA,SWFN,MANAUS,01-AUG-1505.06.00.000000000PM,DCT BL,PBELO,SBJV,A015
PTVKBSWKOSWFN,PTVKB,SWKO,COARI,SWFN,MANAUS,01-AUG-1502.05.00.000000000PM,DCT BANDEIRANTES,EET,ETA,F045
PRSLDSBEGSWFN,PRSLD,SBEG,MANAUS,SWFN,MANAUS,01-AUG-1511.27.11.000000000AM,DCT H203,EET,ETA,F065
PTEZQSWBRSWFN,PTEZQ,SWBR,BORBA,SWFN,MANAUS,01-AUG-1501.34.45.000000000PM,DCT H330,MOMVA,AE014,F320
PUFFBSWFNSWFN,PUFFB,SWFN,MANAUS,SWFN,MANAUS,01-AUG-1507.39.42.000000000PM,REA 1953S04005W/N0140F115 DCT,TMA,ETA,F115
PTJDVSDKHSWFN,PTJDV,SDKH,RIBEIRÃOPRETO,SWFN,MANAUS,01-AUG-1503.36.14.000000000PM,DCT H330,MOMVA,AE014,F320
PRVVFSWFNSWFN,PRVVF,SWFN,MANAUS,SWFN,MANAUS,01-AUG-1509.11.46.000000000PM,DCT H203,EET,ETA,F065
PUDUNSWFNSWFN,PUDUN,SWFN,MANAUS,SWFN,MANAUS,01-AUG-1509.58.09.000000000PM,HDG136,SBXG,SDYJ,F055
PTEVHSDKHSWFN,PTEVH,SDKH,RIBEIRÃOPRETO,SWFN,MANAUS,01-AUG-1502.46.54.000000000PM,DCT H330,MOMVA,AE014,F320
PTEZOSWKOSWFN,PTEZO,SWKO,COARI,SWFN,MANAUS,01-AUG-1507.36.00.000000000PM,DCT H330,MOMVA,AE014,F320
PTOQTSNQWSWFN,PTOQT,SNQW,JACAREACANGA,SWFN,MANAUS,01-AUG-1504.52.01.000000000PM,DCT H330,MOMVA,AE014,F320
PTJUGSWFNSWFN,PTJUG,SWFN,MANAUS,SWFN,MANAUS,01-AUG-1509.30.02.000000000PM,TGL SBJV SBNF,TMA,ETA,A025
PTDXESWFNSWFN,PTDXE,SWFN,MANAUS,SWFN,MANAUS,01-AUG-1510.04.10.000000000PM,TGL SBJV SBNF,TMA,ETA,A025
PUDYSSWFNSWFN,PUDYS,SWFN,MANAUS,SWFN,MANAUS,01-AUG-1509.55.22.000000000PM,HDG136,SBXG,SDYJ,F055
PTVKBSDKHSWFN,PTVKB,SDKH,RIBEIRÃOPRETO,SWFN,MANAUS,01-AUG-1506.20.27.000000000PM,DCT BANDEIRANTES,EET,ETA,F045
PTFLWSBRBSWFN,PTFLW,SBRB,RIOBRANCO,SWFN,MANAUS,01-AUG-1503.10.11.000000000PM,TGL SBJV SBNF,TMA,ETA,A025
PRSLDSWBRSWFN,PRSLD,SWBR,BORBA,SWFN,MANAUS,01-AUG-1504.49.39.000000000PM,TGL SBJV SBNF,TMA,ETA,A025
PTFLWSWFNSWFN,PTFLW,SWFN,MANAUS,SWFN,MANAUS,01-AUG-1509.57.09.000000000PM,TGL SBJV SBNF,TMA,ETA,A025
PRSLDSWKOSWFN,PRSLD,SWKO,COARI,SWFN,MANAUS,01-AUG-1508.09.48.000000000PM,TGL SBJV SBNF,TMA,ETA,A025
PRSLDSWOBSWFN,PRSLD,SWOB,FONTEBOA,SWFN,MANAUS,01-AUG-1504.23.50.000000000PM,TGL SBJV SBNF,TMA,ETA,A025
PTJDVSDKHSWFN,PTJDV,SDKH,RIBEIRÃOPRETO,SWFN,MANAUS,01-AUG-1501.25.00.000000000PM,TGL SBJV SBNF,TMA,ETA,A025
PTFLWSBRBSWFN,PTFLW,SBRB,RIOBRANCO,SWFN,MANAUS,01-AUG-1502.30.00.000000000PM,DCT H004,EOBT,ETA,F075
PTODOSBGOSWFX,PTODO,SBGO,GOIÂNIA,SWFX,SÃOFÉLIXDOARAGUAIA,01-AUG-1504.25.44.000000000PM,DCT DORLU UZ37 VUREP DCT,VUREP,UMBAD,F310
PTODOSBGOSWFX,PTODO,SBGO,GOIÂNIA,SWFX,SÃOFÉLIXDOARAGUAIA,01-AUG-1511.58.15.000000000AM,DCT DORLU UZ37 VUREP DCT,VUREP,UMBAD,F310
PTODOSBGOSWFX,PTODO,SBGO,GOIÂNIA,SWFX,SÃOFÉLIXDOARAGUAIA,01-AUG-1512.15.00.000000000PM,DCT DORLU UZ37 VUREP DCT,VUREP,UMBAD,F310
PTODOSBGOSWFX,PTODO,SBGO,GOIÂNIA,SWFX,SÃOFÉLIXDOARAGUAIA,01-AUG-1504.35.00.000000000PM,DCT **ONÇA09,BUTUG,AE003,F170
PRPAXSBMTSDOU,PRPAX,SBMT,SÃOPAULO,SDOU,OURINHOS,01-AUG-1501.28.00.000000000PM,DCT **ONÇA09,BUTUG,AE003,F170
PRIHPSBSPSDOU,PRIHP,SBSP,SÃOPAULO,SDOU,OURINHOS,01-AUG-1502.30.00.000000000AM,DCT **ONÇA09,BUTUG,AE003,F170
PTCBASBMGSDOU,PTCBA,SBMG,MARINGÁ,SDOU,OURINHOS,01-AUG-1503.15.00.000000000PM,DCT **ONÇA09,BUTUG,AE003,F170
PRVALSBCJSDOW,PRVAL,SBCJ,CARAJAS,SDOW,OURILÂNDIADONORTE,01-AUG-1512.18.00.000000000PM,DCT **ONÇA09,BUTUG,AE003,F170
PTEPDSBMASDOW,PTEPD,SBMA,MARABÁ,SDOW,OURILÂNDIADONORTE,01-AUG-1506.45.00.000000000PM,DCT BANDEIRANTES H280,R185,ETA,F085
PTOFMSSZWSDPW,PTOFM,SSZW,PONTAGROSSA,SDPW,PIRACICABA,01-AUG-1510.25.12.000000000PM,DCT BANDEIRANTES H245,SIGAK,ETA,F085
PUVTOSDPYSDPY,PUVTO,SDPY,PIRASSUNUNGA,SDPY,PIRASSUNUNGA,01-AUG-1512.52.44.000000000PM,REA E A,RD310,FAXI,F075
PUMSASDLPSDRK,PUMSA,SDLP,LENÇÓISPAULISTA,SDRK,RIOCLARO,01-AUG-1501.04.34.000000000PM,REA E A,RD310,FAXI,F075
PTEZWSBJRSDRS,PTEZW,SBJR,RIODEJANEIRO,SDRS,RESENDE,01-AUG-1503.31.00.000000000PM,DCT BANDEIRANTES H280,R185,ETA,F085
TAM9553SBSPSDSC,TAM9553,SBSP,SÃOPAULO,SDSC,SÃOCARLOS,01-AUG-1501.20.12.000000000PM,IFR BRU H295,SDLU,BRU,F065
TAM9551SBGLSDSC,TAM9551,SBGL,RIODEJANEIRO,SDSC,SÃOCARLOS,01-AUG-1512.04.00.000000000PM,IFR BRU H295,SDLU,BRU,F065
TAM9551SBGLSDSC,TAM9551,SBGL,RIODEJANEIRO,SDSC,SÃOCARLOS,01-AUG-1512.41.35.000000000PM,IFR BRU H295,SDLU,BRU,F065
TAM9553SBSPSDSC,TAM9553,SBSP,SÃOPAULO,SDSC,SÃOCARLOS,01-AUG-1501.17.01.000000000PM,IFR BRU H295,SDLU,BRU,F065
PRCITSBMTSDTB,PRCIT,SBMT,SÃOPAULO,SDTB,ATIBAIA,01-AUG-1503.28.00.000000000PM,DCT ML011,M310,ML011,F180
PRAXMSBSPSDTK,PRAXM,SBSP,SÃOPAULO,SDTK,PARATI,01-AUG-1508.40.00.000000000AM,DCT ML011,M310,ML011,F180
PRSMMSBMTSDTK,PRSMM,SBMT,SÃOPAULO,SDTK,PARATI,01-AUG-1509.30.00.000000000PM,DCT AE014,R110,AE014,F180
PPVICSBMTSDTK,PPVIC,SBMT,SÃOPAULO,SDTK,PARATI,01-AUG-1506.00.00.000000000AM,DCT AE014,R110,AE014,F180
PTORBSBMTSDTK,PTORB,SBMT,SÃOPAULO,SDTK,PARATI,01-AUG-1512.30.00.000000000PM,HDG136,SBXG,SDYJ,F055
PRSOMSBMTSDTK,PRSOM,SBMT,SÃOPAULO,SDTK,PARATI,01-AUG-1510.40.00.000000000PM,DCT H083,ETMA,ETA,F075
PRAFGSBMTSDTK,PRAFG,SBMT,SÃOPAULO,SDTK,PARATI,01-AUG-1511.50.00.000000000AM,DCT H316,R167,ETA,F080
PTVKESBMTSDTK,PTVKE,SBMT,SÃOPAULO,SDTK,PARATI,01-AUG-1502.04.00.000000000AM,REA E TGL SBMG,SSOG,JAND,VFR
PTWFNSBMTSDTK,PTWFN,SBMT,SÃOPAULO,SDTK,PARATI,01-AUG-1512.08.00.000000000PM,REA E TGL SBMG,SSOG,JAND,VFR
PUSEMSDIVSDVA,PUSEM,SDIV,ITUVERAVA,SDVA,VARGEMGRANDEDOSUL,01-AUG-1511.21.34.000000000AM,REA E A,RD310,FAXI,F075
PUGLTSWLVSDWC,PUGLT,SWLV,SANTOANTÔNIODOLEVERGER,SDWC,ALTAMIRA,01-AUG-1503.29.28.000000000PM,REA 1953S04005W/N0140F115 DCT,TMA,ETA,F115
PTDRUSBPPSDWU,PTDRU,SBPP,PONTAPORÃ,SDWU,PORTOMURTINHO,01-AUG-1501.10.12.000000000PM,DCT  TGL SDEN,TMA,SDEN,A005
PTDBMSBRBSBVH,PTDBM,SBRB,RIOBRANCO,SBVH,VILHENA,01-AUG-1506.45.12.000000000PM,DCT  TGL SDEN,TMA,SDEN,A005
TAM3376SBGRSBVT,TAM3376,SBGR,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1507.31.00.000000000PM,DCT,R143,ML003,F180
TAM3196SBGLSBVT,TAM3196,SBGL,RIODEJANEIRO,SBVT,VITÓRIA,01-AUG-1508.28.12.000000000PM,DCT,R143,ML003,F180
TAM3130SBSPSBVT,TAM3130,SBSP,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1512.14.48.000000000PM,DCT,R143,ML003,F180
TAM3519SBBRSBVT,TAM3519,SBBR,BRASÍLIA,SBVT,VITÓRIA,01-AUG-1511.07.00.000000000PM,IFR BRU H295,SDLU,BRU,F065
TAM3362SBGRSBVT,TAM3362,SBGR,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1512.59.48.000000000PM,DCT,R143,ML003,F180
TAM3842SBGLSBVT,TAM3842,SBGL,RIODEJANEIRO,SBVT,VITÓRIA,01-AUG-1510.46.12.000000000AM,IFR BRU H295,SDLU,BRU,F065
TAM3134SBSPSBVT,TAM3134,SBSP,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1509.14.48.000000000PM,DCT,R143,ML003,F180
PTWYUSBRJSBVT,PTWYU,SBRJ,RIODEJANEIRO,SBVT,VITÓRIA,01-AUG-1508.41.12.000000000PM,DCT,CTR,SNJO,F095
TAM3132SBSPSBVT,TAM3132,SBSP,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1507.40.00.000000000AM,DCT,R143,ML003,F180
PTMAHSBSPSBVT,PTMAH,SBSP,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1502.15.00.000000000PM,DCT STM140040 DCT,TMA,SNCJ,F035
TAM3053SBSPSBVT,TAM3053,SBSP,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1501.54.48.000000000PM,DCT,R143,ML003,F180
TAM3128SBSPSBVT,TAM3128,SBSP,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1512.54.48.000000000AM,DCT,R143,ML003,F180
TAM3376SBGRSBVT,TAM3376,SBGR,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1512.50.00.000000000PM,DCT,R143,ML003,F180
TAM3134SBSPSBVT,TAM3134,SBSP,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1504.20.00.000000000PM,DCT,R143,ML003,F180
PPJAWSBSVSBVT,PPJAW,SBSV,SALVADOR,SBVT,VITÓRIA,01-AUG-1508.00.00.000000000PM,DCT,STMA,ETA,F045
TAM3519SBBRSBVT,TAM3519,SBBR,BRASÍLIA,SBVT,VITÓRIA,01-AUG-1512.35.12.000000000AM,IFR BRU H295,SDLU,BRU,F065
RUMBA15SBPSSBVT,RUMBA15,SBPS,PORTOSEGURO,SBVT,VITÓRIA,01-AUG-1506.55.00.000000000PM,DCT,R143,ML003,F180
TAM3798SBSPSBVT,TAM3798,SBSP,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1511.24.48.000000000PM,IFR BRU H295,SDLU,BRU,F065
PRSHCSBMTSBVT,PRSHC,SBMT,SÃOPAULO,SBVT,VITÓRIA,01-AUG-1501.10.12.000000000PM,DCT STM350060 DCT,SNCJ,TMA,F045
TAM3076SBGLSBVT,TAM3076,SBGL,RIODEJANEIRO,SBVT,VITÓRIA,01-AUG-1501.44.12.000000000PM,DCT,R143,ML003,F180
RUMBA15SBSVSBVT,RUMBA15,SBSV,SALVADOR,SBVT,VITÓRIA,01-AUG-1503.38.00.000000000PM,DCT,R143,ML003,F180
TAM3565SBGLSBVT,TAM3565,SBGL,RIODEJANEIRO,SBVT,VITÓRIA,01-AUG-1512.44.12.000000000PM,IFR BRU H295,SDLU,BRU,F065
RUMBA15SBPSSBVT,RUMBA15,SBPS,PORTOSEGURO,SBVT,VITÓRIA,01-AUG-1505.36.00.000000000PM,DCT,R143,ML003,F180
RUMBA15SBSVSBVT,RUMBA15,SBSV,SALVADOR,SBVT,VITÓRIA,01-AUG-1505.13.00.000000000PM,DCT,R143,ML003,F180
CO120SBCGSBYS,CO120,SBCG,CAMPOGRANDE,SBYS,PIRASSUNUNGA,01-AUG-1502.55.05.000000000PM,DCT AE024 RNAV 35,R126,AE024,F160
PTMBISBBUSDAA,PTMBI,SBBU,BAURU,SDAA,ARARAS,01-AUG-1504.34.36.000000000PM,TGL SBBU H121,SIGAK,ETA,F055
PTMBISDAASDAA,PTMBI,SDAA,ARARAS,SDAA,ARARAS,01-AUG-1511.43.31.000000000AM,TGL SBBU H121,SIGAK,ETA,F055
PRJMBSBRJSDAG,PRJMB,SBRJ,RIODEJANEIRO,SDAG,ANGRADOSREIS,01-AUG-1503.33.00.000000000PM,IFR ARE H190/DCT,ENACT,ETA,F055
PTLPPSBSPSDAG,PTLPP,SBSP,SÃOPAULO,SDAG,ANGRADOSREIS,01-AUG-1502.30.00.000000000PM,TGL SBBU H121,SIGAK,ETA,F055
PRJMBSBRJSDAG,PRJMB,SBRJ,RIODEJANEIRO,SDAG,ANGRADOSREIS,01-AUG-1504.03.00.000000000PM,IFR ARE H190/DCT,ENACT,ETA,F055
